apprentice_id,snapshot_date,quiz_score,attendance_rate,feedback_gap_days,risk_status,promoted_flag
58,2025-01-01,66.3,86.4,16,Amber,False
58,2025-01-08,71.7,85.2,29,Red,False
58,2025-01-15,76.6,86.0,20,Amber,False
58,2025-01-22,52.7,71.4,9,Amber,False
58,2025-01-29,56.1,76.3,15,Amber,False
58,2025-02-05,78.1,81.9,16,Amber,False
58,2025-02-12,83.3,86.7,3,Green,False
58,2025-02-19,79.5,91.2,8,Green,True
58,2025-02-26,69.9,80.1,27,Red,False
58,2025-03-05,77.4,85.8,19,Amber,False
59,2025-01-01,89.5,89.4,13,Green,False
59,2025-01-08,69.4,92.7,20,Amber,False
59,2025-01-15,51.9,78.9,11,Amber,False
59,2025-01-22,64.6,83.5,10,Amber,False
59,2025-01-29,75.1,92.3,7,Green,False
59,2025-02-05,83.9,93.6,15,Amber,False
59,2025-02-12,66.3,89.8,21,Amber,False
59,2025-02-19,64.5,90.5,28,Red,False
59,2025-02-26,92.6,86.6,19,Amber,False
59,2025-03-05,75.9,86.3,10,Green,False
60,2025-01-01,72.3,85.4,0,Green,False
60,2025-01-08,68.8,98.3,2,Green,False
60,2025-01-15,69.1,92.7,29,Red,False
60,2025-01-22,92.6,93.4,29,Red,False
60,2025-01-29,59.6,73.8,27,Red,False
60,2025-02-05,63.7,74.2,9,Amber,False
60,2025-02-12,79.6,92.3,27,Red,False
60,2025-02-19,76.5,92.2,13,Green,False
60,2025-02-26,85.2,93.3,1,Green,False
60,2025-03-05,67.5,95.5,18,Amber,False
61,2025-01-01,82.5,83.3,5,Green,True
61,2025-01-08,56.7,74.9,17,Amber,False
61,2025-01-15,80.1,87.3,29,Red,False
61,2025-01-22,59.8,70.4,15,Amber,False
61,2025-01-29,56.5,78.1,20,Amber,False
61,2025-02-05,71.0,89.3,26,Red,False
61,2025-02-12,58.4,82.4,2,Amber,False
61,2025-02-19,75.2,85.8,4,Green,False
61,2025-02-26,71.6,80.8,7,Green,False
61,2025-03-05,76.3,80.6,7,Green,False
62,2025-01-01,71.3,91.2,22,Red,False
62,2025-01-08,70.5,93.8,13,Green,False
62,2025-01-15,83.1,90.7,16,Amber,False
62,2025-01-22,66.3,86.5,18,Amber,False
62,2025-01-29,63.1,74.8,9,Amber,False
62,2025-02-05,66.0,84.5,21,Amber,False
62,2025-02-12,71.8,94.4,18,Amber,False
62,2025-02-19,70.8,90.6,1,Green,False
62,2025-02-26,64.5,66.9,10,Amber,False
62,2025-03-05,83.6,98.2,8,Green,False
63,2025-01-01,54.1,69.7,27,Red,False
63,2025-01-08,55.9,75.7,19,Amber,False
63,2025-01-15,78.4,86.3,9,Green,False
63,2025-01-22,89.2,86.1,21,Amber,False
63,2025-01-29,77.5,93.1,11,Green,False
63,2025-02-05,75.5,89.0,23,Red,False
63,2025-02-12,54.9,68.6,25,Red,False
63,2025-02-19,49.2,51.8,22,Red,False
63,2025-02-26,64.0,76.4,18,Amber,False
63,2025-03-05,93.9,91.9,29,Red,False
64,2025-01-01,54.7,53.9,17,Red,False
64,2025-01-08,65.1,93.2,26,Red,False
64,2025-01-15,77.2,87.3,9,Green,False
64,2025-01-22,71.2,86.6,10,Green,False
64,2025-01-29,65.6,96.6,7,Green,False
64,2025-02-05,69.2,87.1,20,Amber,False
64,2025-02-12,65.8,88.7,4,Green,False
64,2025-02-19,69.4,87.2,17,Amber,False
64,2025-02-26,82.9,83.5,29,Red,True
64,2025-03-05,63.2,72.5,11,Amber,False
65,2025-01-01,65.0,82.9,16,Amber,False
65,2025-01-08,72.8,95.1,7,Green,False
65,2025-01-15,82.0,90.3,17,Amber,False
65,2025-01-22,58.5,52.3,22,Red,False
65,2025-01-29,62.5,70.7,11,Amber,False
65,2025-02-05,78.7,89.8,4,Green,False
65,2025-02-12,59.4,69.4,7,Amber,False
65,2025-02-19,77.0,104.1,11,Green,False
65,2025-02-26,72.4,92.0,17,Amber,False
65,2025-03-05,83.7,81.8,1,Green,False
66,2025-01-01,65.9,94.7,22,Red,False
66,2025-01-08,84.6,92.2,14,Green,False
66,2025-01-15,73.3,94.2,9,Green,False
66,2025-01-22,60.2,82.5,13,Amber,False
66,2025-01-29,60.1,69.9,6,Amber,False
66,2025-02-05,77.6,95.6,14,Green,False
66,2025-02-12,75.7,86.5,0,Green,False
66,2025-02-19,76.6,85.1,28,Red,False
66,2025-02-26,69.1,88.8,15,Amber,False
66,2025-03-05,66.3,82.0,6,Green,False
67,2025-01-01,66.1,88.5,15,Amber,True
67,2025-01-08,74.0,92.2,9,Green,False
67,2025-01-15,69.4,87.5,4,Green,False
67,2025-01-22,44.4,56.4,19,Red,False
67,2025-01-29,81.4,88.1,4,Green,False
67,2025-02-05,63.7,51.9,25,Red,False
67,2025-02-12,75.6,89.1,3,Green,False
67,2025-02-19,57.5,79.5,8,Amber,False
67,2025-02-26,76.0,87.1,5,Green,False
67,2025-03-05,61.4,62.0,21,Red,False
68,2025-01-01,60.2,66.3,3,Amber,False
68,2025-01-08,59.9,61.3,1,Red,False
68,2025-01-15,67.1,96.8,28,Red,False
68,2025-01-22,74.6,93.3,29,Red,False
68,2025-01-29,63.2,66.2,8,Amber,False
68,2025-02-05,67.0,102.9,12,Green,True
68,2025-02-12,61.9,67.0,15,Amber,False
68,2025-02-19,68.5,88.4,9,Green,False
68,2025-02-26,84.6,84.2,16,Amber,False
68,2025-03-05,63.9,73.9,2,Amber,False
69,2025-01-01,88.0,94.0,25,Red,True
69,2025-01-08,86.8,95.0,21,Amber,False
69,2025-01-15,67.9,88.0,3,Green,False
69,2025-01-22,67.6,90.0,23,Red,False
69,2025-01-29,72.9,88.2,14,Green,False
69,2025-02-05,71.5,89.8,18,Amber,False
69,2025-02-12,81.6,90.2,16,Amber,False
69,2025-02-19,76.2,98.2,14,Green,False
69,2025-02-26,65.5,98.7,15,Amber,False
69,2025-03-05,46.4,49.9,3,Red,False
70,2025-01-01,77.9,95.4,17,Amber,False
70,2025-01-08,69.4,95.6,16,Amber,False
70,2025-01-15,76.3,91.9,25,Red,False
70,2025-01-22,72.2,96.3,14,Green,False
70,2025-01-29,64.6,82.5,20,Amber,False
70,2025-02-05,67.3,80.8,12,Green,False
70,2025-02-12,81.9,97.8,13,Green,False
70,2025-02-19,66.1,86.4,19,Amber,False
70,2025-02-26,81.4,87.8,22,Red,False
70,2025-03-05,69.9,91.5,12,Green,False
71,2025-01-01,69.3,86.8,9,Green,False
71,2025-01-08,60.3,82.9,20,Amber,False
71,2025-01-15,68.9,90.4,16,Amber,False
71,2025-01-22,65.2,91.8,19,Amber,False
71,2025-01-29,56.9,90.5,18,Amber,False
71,2025-02-05,74.0,91.3,28,Red,False
71,2025-02-12,70.6,81.7,24,Red,False
71,2025-02-19,66.9,93.7,20,Amber,False
71,2025-02-26,79.7,90.6,4,Green,False
71,2025-03-05,72.4,84.5,5,Green,False
72,2025-01-01,76.9,98.2,9,Green,False
72,2025-01-08,62.1,76.2,2,Amber,False
72,2025-01-15,61.8,85.7,12,Amber,False
72,2025-01-22,61.4,66.0,12,Amber,False
72,2025-01-29,69.2,95.5,15,Amber,False
72,2025-02-05,68.4,92.2,12,Green,False
72,2025-02-12,81.4,87.0,28,Red,False
72,2025-02-19,70.5,92.8,16,Amber,False
72,2025-02-26,70.3,87.8,29,Red,False
72,2025-03-05,80.9,94.5,6,Green,False
73,2025-01-01,74.5,88.5,7,Green,False
73,2025-01-08,69.9,95.9,23,Red,False
73,2025-01-15,69.2,89.3,23,Red,True
73,2025-01-22,71.5,99.7,24,Red,False
73,2025-01-29,61.6,78.1,29,Red,False
73,2025-02-05,63.9,79.0,16,Amber,False
73,2025-02-12,71.8,79.5,26,Red,False
73,2025-02-19,80.7,87.3,0,Green,False
73,2025-02-26,75.9,86.3,9,Green,False
73,2025-03-05,71.6,101.0,17,Amber,False
74,2025-01-01,79.7,96.5,16,Amber,False
74,2025-01-08,80.6,91.0,21,Amber,False
74,2025-01-15,72.2,92.9,3,Green,False
74,2025-01-22,69.1,85.6,8,Green,True
74,2025-01-29,66.2,92.7,18,Amber,False
74,2025-02-05,77.6,88.5,19,Amber,False
74,2025-02-12,77.2,88.4,1,Green,False
74,2025-02-19,89.5,91.4,22,Red,False
74,2025-02-26,66.9,87.8,22,Red,False
74,2025-03-05,68.7,87.4,0,Green,False
75,2025-01-01,70.8,90.8,9,Green,False
75,2025-01-08,56.8,58.0,29,Red,False
75,2025-01-15,82.0,93.0,6,Green,False
75,2025-01-22,81.6,94.9,27,Red,False
75,2025-01-29,69.2,78.0,1,Amber,False
75,2025-02-05,71.5,86.7,25,Red,False
75,2025-02-12,62.8,62.8,14,Red,False
75,2025-02-19,55.2,73.3,21,Amber,False
75,2025-02-26,62.4,77.8,28,Red,False
75,2025-03-05,64.3,66.0,6,Amber,False
76,2025-01-01,75.4,88.2,9,Green,False
76,2025-01-08,60.2,68.7,5,Amber,True
76,2025-01-15,78.0,94.7,8,Green,False
76,2025-01-22,64.1,65.1,23,Red,False
76,2025-01-29,55.7,58.2,4,Red,False
76,2025-02-05,68.0,87.7,23,Red,False
76,2025-02-12,85.3,90.2,3,Green,False
76,2025-02-19,59.1,79.0,16,Amber,False
76,2025-02-26,71.5,88.3,24,Red,False
76,2025-03-05,63.0,80.7,27,Red,False
77,2025-01-01,80.5,93.8,14,Green,False
77,2025-01-08,81.4,102.5,9,Green,False
77,2025-01-15,74.7,86.8,15,Amber,False
77,2025-01-22,71.3,81.5,29,Red,False
77,2025-01-29,71.7,94.8,9,Green,False
77,2025-02-05,65.5,98.7,10,Green,False
77,2025-02-12,51.9,71.4,5,Amber,False
77,2025-02-19,70.2,83.3,24,Red,False
77,2025-02-26,69.2,86.8,11,Green,False
77,2025-03-05,74.0,93.6,26,Red,False
78,2025-01-01,55.1,82.3,21,Amber,False
78,2025-01-08,60.3,91.2,16,Amber,False
78,2025-01-15,72.8,96.0,19,Amber,False
78,2025-01-22,78.1,86.9,4,Green,False
78,2025-01-29,71.0,88.4,20,Amber,False
78,2025-02-05,70.0,95.6,9,Green,False
78,2025-02-12,65.3,81.9,11,Green,False
78,2025-02-19,65.0,92.2,21,Amber,False
78,2025-02-26,66.5,103.2,1,Green,False
78,2025-03-05,46.3,75.4,26,Red,False
79,2025-01-01,68.7,94.2,6,Green,False
79,2025-01-08,74.3,95.5,26,Red,False
79,2025-01-15,80.0,82.5,25,Red,False
79,2025-01-22,63.9,71.8,20,Amber,False
79,2025-01-29,67.0,85.1,27,Red,False
79,2025-02-05,81.2,91.8,25,Red,False
79,2025-02-12,97.7,91.3,28,Red,False
79,2025-02-19,67.8,91.2,6,Green,False
79,2025-02-26,73.2,89.2,0,Green,False
79,2025-03-05,65.4,83.0,5,Green,False
80,2025-01-01,74.9,95.4,0,Green,False
80,2025-01-08,99.6,95.4,27,Red,False
80,2025-01-15,64.6,74.4,18,Amber,False
80,2025-01-22,82.0,91.7,8,Green,False
80,2025-01-29,59.4,55.0,28,Red,False
80,2025-02-05,76.7,89.2,14,Green,False
80,2025-02-12,69.3,91.2,9,Green,False
80,2025-02-19,80.4,92.7,20,Amber,False
80,2025-02-26,82.6,94.7,11,Green,False
80,2025-03-05,68.3,87.7,14,Green,False
81,2025-01-01,66.8,90.5,4,Green,False
81,2025-01-08,74.3,86.4,12,Green,False
81,2025-01-15,52.2,57.2,20,Red,False
81,2025-01-22,73.9,93.0,25,Red,False
81,2025-01-29,65.3,82.4,13,Green,False
81,2025-02-05,68.2,92.7,0,Green,False
81,2025-02-12,56.4,76.8,20,Amber,False
81,2025-02-19,77.2,83.3,20,Amber,False
81,2025-02-26,67.9,95.9,24,Red,False
81,2025-03-05,95.1,94.1,29,Red,True
82,2025-01-01,74.8,97.5,15,Amber,False
82,2025-01-08,67.6,91.4,4,Green,False
82,2025-01-15,71.2,86.9,7,Green,False
82,2025-01-22,70.7,84.7,15,Amber,False
82,2025-01-29,82.7,91.4,0,Green,False
82,2025-02-05,52.2,77.7,26,Red,False
82,2025-02-12,77.5,97.0,27,Red,False
82,2025-02-19,79.8,95.7,9,Green,False
82,2025-02-26,64.2,65.7,26,Red,False
82,2025-03-05,59.0,83.8,8,Amber,False
83,2025-01-01,58.5,78.7,21,Amber,False
83,2025-01-08,79.8,81.8,25,Red,False
83,2025-01-15,82.9,92.7,25,Red,False
83,2025-01-22,80.7,92.8,21,Amber,False
83,2025-01-29,76.4,92.2,15,Amber,False
83,2025-02-05,65.2,89.7,12,Green,False
83,2025-02-12,58.1,77.3,13,Amber,False
83,2025-02-19,63.0,80.5,11,Amber,False
83,2025-02-26,69.8,86.8,23,Red,False
83,2025-03-05,74.2,87.1,27,Red,False
84,2025-01-01,63.3,69.9,26,Red,False
84,2025-01-08,57.6,80.4,15,Amber,False
84,2025-01-15,51.2,82.4,0,Amber,False
84,2025-01-22,61.9,83.6,10,Amber,False
84,2025-01-29,68.4,96.3,11,Green,False
84,2025-02-05,75.0,88.5,4,Green,False
84,2025-02-12,56.7,79.4,19,Amber,False
84,2025-02-19,76.6,89.7,27,Red,False
84,2025-02-26,43.3,73.0,2,Red,False
84,2025-03-05,64.3,72.8,24,Red,False
85,2025-01-01,75.3,103.5,18,Amber,False
85,2025-01-08,65.8,91.7,21,Amber,False
85,2025-01-15,86.9,88.3,4,Green,False
85,2025-01-22,83.5,83.7,21,Amber,False
85,2025-01-29,62.8,69.5,11,Amber,False
85,2025-02-05,56.1,81.1,21,Amber,False
85,2025-02-12,67.4,83.8,27,Red,False
85,2025-02-19,82.2,91.3,13,Green,False
85,2025-02-26,59.5,70.8,15,Amber,False
85,2025-03-05,77.4,86.8,18,Amber,False
86,2025-01-01,75.0,88.0,17,Amber,False
86,2025-01-08,85.2,83.2,6,Green,False
86,2025-01-15,61.1,76.3,9,Amber,False
86,2025-01-22,76.4,83.3,3,Green,False
86,2025-01-29,68.7,88.8,24,Red,False
86,2025-02-05,56.6,66.3,9,Amber,False
86,2025-02-12,69.2,88.5,17,Amber,False
86,2025-02-19,61.0,74.2,6,Amber,False
86,2025-02-26,77.0,83.9,18,Amber,False
86,2025-03-05,68.3,90.9,5,Green,False
87,2025-01-01,77.9,87.1,24,Red,False
87,2025-01-08,87.3,85.8,19,Amber,False
87,2025-01-15,70.1,94.3,11,Green,False
87,2025-01-22,64.9,73.6,0,Amber,False
87,2025-01-29,64.0,72.6,11,Amber,False
87,2025-02-05,63.5,79.9,28,Red,False
87,2025-02-12,67.5,86.7,29,Red,False
87,2025-02-19,74.7,76.8,18,Amber,False
87,2025-02-26,64.3,81.7,28,Red,False
87,2025-03-05,74.0,85.4,11,Green,False
88,2025-01-01,63.2,81.1,12,Amber,False
88,2025-01-08,68.1,96.0,11,Green,False
88,2025-01-15,71.7,90.2,24,Red,False
88,2025-01-22,70.0,98.3,5,Green,False
88,2025-01-29,53.1,80.6,2,Amber,False
88,2025-02-05,83.5,89.5,20,Amber,False
88,2025-02-12,58.6,62.2,16,Red,False
88,2025-02-19,67.8,94.7,1,Green,False
88,2025-02-26,73.4,89.0,17,Amber,False
88,2025-03-05,62.7,69.6,28,Red,False
89,2025-01-01,70.7,79.9,24,Red,False
89,2025-01-08,79.4,96.2,10,Green,False
89,2025-01-15,64.4,78.3,22,Red,False
89,2025-01-22,71.5,92.6,26,Red,False
89,2025-01-29,81.5,75.8,9,Amber,False
89,2025-02-05,78.3,94.2,0,Green,False
89,2025-02-12,86.7,87.9,14,Green,True
89,2025-02-19,69.6,90.8,11,Green,False
89,2025-02-26,62.0,59.2,20,Red,False
89,2025-03-05,66.9,96.0,21,Amber,False
90,2025-01-01,63.5,75.5,17,Amber,False
90,2025-01-08,75.2,83.9,15,Amber,False
90,2025-01-15,70.7,99.5,15,Amber,False
90,2025-01-22,97.7,87.0,16,Amber,False
90,2025-01-29,77.9,97.3,16,Amber,False
90,2025-02-05,53.8,73.2,5,Amber,False
90,2025-02-12,68.6,96.3,25,Red,False
90,2025-02-19,92.2,92.8,21,Amber,False
90,2025-02-26,69.0,94.7,7,Green,False
90,2025-03-05,72.5,86.0,8,Green,True
91,2025-01-01,64.3,67.7,8,Amber,False
91,2025-01-08,66.8,84.2,12,Green,False
91,2025-01-15,67.1,85.3,9,Green,False
91,2025-01-22,76.5,81.8,2,Green,False
91,2025-01-29,52.3,69.9,11,Amber,False
91,2025-02-05,57.4,80.9,29,Red,False
91,2025-02-12,74.7,89.9,27,Red,False
91,2025-02-19,78.6,91.3,12,Green,False
91,2025-02-26,65.5,90.0,15,Amber,True
91,2025-03-05,79.0,95.7,13,Green,False
92,2025-01-01,74.0,95.1,14,Green,False
92,2025-01-08,55.6,71.1,10,Amber,False
92,2025-01-15,62.0,72.8,18,Amber,False
92,2025-01-22,79.5,92.6,25,Red,False
92,2025-01-29,73.1,85.6,17,Amber,False
92,2025-02-05,82.9,86.9,24,Red,False
92,2025-02-12,70.6,84.3,11,Green,False
92,2025-02-19,79.6,89.8,26,Red,False
92,2025-02-26,74.9,92.7,23,Red,False
92,2025-03-05,74.9,90.2,4,Green,False
93,2025-01-01,70.8,89.8,2,Green,False
93,2025-01-08,50.2,83.7,0,Amber,False
93,2025-01-15,63.2,62.7,18,Red,False
93,2025-01-22,77.2,90.6,6,Green,False
93,2025-01-29,53.2,83.4,19,Amber,False
93,2025-02-05,49.7,76.1,28,Red,False
93,2025-02-12,72.1,87.6,1,Green,False
93,2025-02-19,62.8,80.3,8,Amber,False
93,2025-02-26,74.1,85.2,18,Amber,False
93,2025-03-05,66.4,92.2,15,Amber,False
94,2025-01-01,62.1,75.3,21,Amber,False
94,2025-01-08,72.9,85.5,19,Amber,False
94,2025-01-15,39.0,56.3,21,Red,False
94,2025-01-22,70.6,95.6,19,Amber,False
94,2025-01-29,61.3,75.8,11,Amber,False
94,2025-02-05,68.7,90.4,11,Green,False
94,2025-02-12,73.9,86.7,17,Amber,False
94,2025-02-19,55.0,85.2,17,Amber,False
94,2025-02-26,64.1,77.3,4,Amber,False
94,2025-03-05,77.8,85.2,23,Red,False
95,2025-01-01,65.3,96.2,3,Green,True
95,2025-01-08,60.1,77.0,15,Amber,True
95,2025-01-15,59.9,74.0,28,Red,False
95,2025-01-22,66.0,91.3,16,Amber,False
95,2025-01-29,47.9,50.9,25,Red,False
95,2025-02-05,46.8,62.8,18,Red,False
95,2025-02-12,64.1,83.9,17,Amber,False
95,2025-02-19,82.1,89.8,6,Green,False
95,2025-02-26,91.4,96.6,28,Red,False
95,2025-03-05,74.0,91.1,5,Green,False
96,2025-01-01,69.3,97.3,19,Amber,False
96,2025-01-08,73.8,90.2,23,Red,False
96,2025-01-15,68.9,91.3,25,Red,False
96,2025-01-22,68.0,83.7,16,Amber,False
96,2025-01-29,69.5,89.3,25,Red,False
96,2025-02-05,65.4,88.8,2,Green,False
96,2025-02-12,75.1,89.7,3,Green,False
96,2025-02-19,61.7,70.3,5,Amber,False
96,2025-02-26,85.8,88.7,1,Green,True
96,2025-03-05,72.2,87.1,5,Green,False
97,2025-01-01,84.3,87.9,0,Green,True
97,2025-01-08,71.2,90.3,12,Green,False
97,2025-01-15,66.4,92.1,21,Amber,False
97,2025-01-22,74.6,87.7,23,Red,False
97,2025-01-29,64.0,68.1,16,Amber,False
97,2025-02-05,54.2,75.9,25,Red,False
97,2025-02-12,69.4,91.2,19,Amber,False
97,2025-02-19,52.9,77.7,25,Red,False
97,2025-02-26,39.5,50.8,7,Red,False
97,2025-03-05,78.7,84.1,18,Amber,False
98,2025-01-01,67.8,89.2,10,Green,False
98,2025-01-08,70.5,97.4,22,Red,False
98,2025-01-15,72.2,85.3,10,Green,False
98,2025-01-22,83.5,86.7,17,Amber,False
98,2025-01-29,64.0,67.1,19,Amber,False
98,2025-02-05,68.0,85.6,17,Amber,False
98,2025-02-12,49.5,78.5,1,Red,False
98,2025-02-19,64.4,78.8,17,Amber,False
98,2025-02-26,69.2,88.1,8,Green,False
98,2025-03-05,71.1,93.1,11,Green,False
99,2025-01-01,75.5,86.0,23,Red,False
99,2025-01-08,78.7,94.7,18,Amber,False
99,2025-01-15,69.2,100.5,19,Amber,True
99,2025-01-22,59.5,68.4,12,Amber,False
99,2025-01-29,55.9,73.1,2,Amber,False
99,2025-02-05,71.5,87.4,16,Amber,False
99,2025-02-12,70.4,96.3,21,Amber,False
99,2025-02-19,51.5,81.3,14,Amber,False
99,2025-02-26,56.6,78.5,6,Amber,False
99,2025-03-05,67.5,85.6,29,Red,False
100,2025-01-01,75.8,93.1,18,Amber,False
100,2025-01-08,67.8,88.1,23,Red,False
100,2025-01-15,79.9,96.9,1,Green,False
100,2025-01-22,60.4,78.0,17,Amber,False
100,2025-01-29,65.8,92.5,27,Red,False
100,2025-02-05,70.5,94.9,9,Green,False
100,2025-02-12,61.8,65.2,17,Amber,False
100,2025-02-19,76.6,95.2,21,Amber,False
100,2025-02-26,67.5,85.2,26,Red,False
100,2025-03-05,71.5,81.3,14,Green,False
101,2025-01-01,58.3,61.1,6,Red,False
101,2025-01-08,61.9,72.8,13,Amber,False
101,2025-01-15,68.0,87.0,24,Red,False
101,2025-01-22,78.3,90.8,2,Green,False
101,2025-01-29,45.8,55.2,25,Red,False
101,2025-02-05,74.2,95.0,10,Green,False
101,2025-02-12,51.6,64.2,22,Red,False
101,2025-02-19,86.6,91.5,15,Amber,False
101,2025-02-26,58.0,72.5,12,Amber,False
101,2025-03-05,76.5,94.4,11,Green,False
102,2025-01-01,79.6,90.7,14,Green,False
102,2025-01-08,81.0,79.0,27,Red,False
102,2025-01-15,79.7,92.4,0,Green,False
102,2025-01-22,69.3,95.1,21,Amber,False
102,2025-01-29,70.0,96.1,21,Amber,False
102,2025-02-05,66.1,94.4,11,Green,False
102,2025-02-12,56.1,85.3,8,Amber,False
102,2025-02-19,64.3,90.9,9,Amber,False
102,2025-02-26,87.5,95.2,4,Green,False
102,2025-03-05,84.0,98.0,5,Green,False
103,2025-01-01,74.9,87.7,18,Amber,False
103,2025-01-08,62.7,75.1,19,Amber,False
103,2025-01-15,73.3,83.1,4,Green,False
103,2025-01-22,70.8,85.3,9,Green,False
103,2025-01-29,58.7,73.8,2,Amber,False
103,2025-02-05,80.1,83.9,13,Green,False
103,2025-02-12,60.6,84.0,10,Amber,False
103,2025-02-19,59.4,78.3,7,Amber,False
103,2025-02-26,49.3,45.5,7,Red,False
103,2025-03-05,82.3,81.6,16,Amber,False
104,2025-01-01,69.6,95.0,21,Amber,False
104,2025-01-08,60.7,67.3,27,Red,False
104,2025-01-15,72.7,83.3,25,Red,False
104,2025-01-22,67.8,90.3,23,Red,False
104,2025-01-29,60.7,86.0,19,Amber,False
104,2025-02-05,63.3,73.2,9,Amber,False
104,2025-02-12,57.7,84.0,10,Amber,False
104,2025-02-19,63.4,74.6,16,Amber,False
104,2025-02-26,69.4,91.2,3,Green,False
104,2025-03-05,53.7,75.4,6,Amber,False
105,2025-01-01,67.7,85.0,21,Amber,False
105,2025-01-08,52.0,72.4,23,Red,False
105,2025-01-15,73.1,86.5,5,Green,False
105,2025-01-22,66.9,96.1,15,Amber,False
105,2025-01-29,67.6,95.1,23,Red,True
105,2025-02-05,86.0,93.7,26,Red,False
105,2025-02-12,74.2,87.4,29,Red,False
105,2025-02-19,70.4,92.5,8,Green,True
105,2025-02-26,67.6,92.6,22,Red,False
105,2025-03-05,69.4,86.3,16,Amber,False
106,2025-01-01,91.7,93.5,17,Amber,False
106,2025-01-08,51.7,83.4,7,Amber,False
106,2025-01-15,82.9,90.1,11,Green,False
106,2025-01-22,57.9,78.6,15,Amber,True
106,2025-01-29,72.9,100.0,22,Red,False
106,2025-02-05,77.3,92.7,15,Amber,True
106,2025-02-12,75.3,85.4,18,Amber,False
106,2025-02-19,67.4,81.9,5,Green,False
106,2025-02-26,72.6,90.0,6,Green,False
106,2025-03-05,75.0,81.5,29,Red,False
107,2025-01-01,83.1,94.3,0,Green,False
107,2025-01-08,69.9,81.0,15,Amber,False
107,2025-01-15,78.1,89.5,28,Red,False
107,2025-01-22,77.3,91.8,28,Red,False
107,2025-01-29,75.1,90.5,15,Amber,False
107,2025-02-05,66.7,93.7,5,Green,False
107,2025-02-12,53.3,69.3,3,Amber,False
107,2025-02-19,68.6,87.9,11,Green,False
107,2025-02-26,67.4,88.9,6,Green,False
107,2025-03-05,51.0,65.0,24,Red,False
108,2025-01-01,78.3,93.3,5,Green,False
108,2025-01-08,69.8,91.4,2,Green,False
108,2025-01-15,79.3,81.2,24,Red,False
108,2025-01-22,62.3,82.1,25,Red,False
108,2025-01-29,75.7,86.1,9,Green,False
108,2025-02-05,70.4,95.2,27,Red,False
108,2025-02-12,85.5,95.5,22,Red,False
108,2025-02-19,52.7,76.8,7,Amber,False
108,2025-02-26,79.6,101.6,10,Green,False
108,2025-03-05,58.9,90.7,26,Red,False
109,2025-01-01,82.0,90.9,6,Green,False
109,2025-01-08,95.3,89.9,21,Amber,False
109,2025-01-15,56.1,88.6,5,Amber,False
109,2025-01-22,77.0,91.8,26,Red,False
109,2025-01-29,78.1,87.0,17,Amber,False
109,2025-02-05,66.0,94.9,29,Red,False
109,2025-02-12,80.3,92.5,5,Green,False
109,2025-02-19,72.2,97.1,14,Green,False
109,2025-02-26,70.3,94.0,7,Green,False
109,2025-03-05,86.3,91.3,7,Green,False
110,2025-01-01,65.2,102.7,18,Amber,False
110,2025-01-08,74.0,89.6,15,Amber,False
110,2025-01-15,76.5,89.9,15,Amber,False
110,2025-01-22,66.9,91.6,16,Amber,False
110,2025-01-29,54.2,81.5,13,Amber,False
110,2025-02-05,64.1,63.9,20,Red,False
110,2025-02-12,66.7,85.3,24,Red,False
110,2025-02-19,70.8,84.2,28,Red,False
110,2025-02-26,67.3,89.9,11,Green,False
110,2025-03-05,57.2,82.6,27,Red,False
111,2025-01-01,66.6,90.7,15,Amber,False
111,2025-01-08,83.5,93.6,6,Green,False
111,2025-01-15,63.1,69.7,1,Amber,False
111,2025-01-22,70.9,91.2,4,Green,False
111,2025-01-29,65.8,95.3,12,Green,False
111,2025-02-05,66.0,92.7,10,Green,False
111,2025-02-12,68.8,88.9,5,Green,False
111,2025-02-19,62.8,75.0,1,Amber,False
111,2025-02-26,57.8,78.4,16,Amber,False
111,2025-03-05,50.7,80.6,29,Red,False
112,2025-01-01,61.3,74.9,0,Amber,False
112,2025-01-08,58.3,75.1,27,Red,False
112,2025-01-15,61.8,83.9,4,Amber,False
112,2025-01-22,69.1,90.1,17,Amber,False
112,2025-01-29,76.3,88.2,16,Amber,False
112,2025-02-05,60.1,70.6,22,Red,False
112,2025-02-12,59.9,79.6,5,Amber,False
112,2025-02-19,75.5,99.0,4,Green,False
112,2025-02-26,82.3,86.1,6,Green,False
112,2025-03-05,74.6,91.1,19,Amber,False
113,2025-01-01,76.7,89.0,2,Green,False
113,2025-01-08,66.3,91.1,17,Amber,False
113,2025-01-15,50.7,69.0,12,Amber,False
113,2025-01-22,67.7,97.2,23,Red,False
113,2025-01-29,79.1,97.6,16,Amber,False
113,2025-02-05,61.5,82.4,13,Amber,False
113,2025-02-12,68.8,94.5,20,Amber,False
113,2025-02-19,52.9,84.8,10,Amber,False
113,2025-02-26,44.1,75.6,9,Red,False
113,2025-03-05,71.1,84.6,23,Red,False
114,2025-01-01,63.7,79.7,26,Red,False
114,2025-01-08,62.3,81.5,5,Amber,False
114,2025-01-15,73.5,100.1,8,Green,False
114,2025-01-22,64.9,65.4,25,Red,False
114,2025-01-29,63.7,67.2,5,Amber,False
114,2025-02-05,65.9,77.3,9,Amber,False
114,2025-02-12,66.3,89.1,11,Green,False
114,2025-02-19,88.1,92.5,10,Green,False
114,2025-02-26,72.0,96.6,12,Green,False
114,2025-03-05,92.1,92.0,23,Red,True
115,2025-01-01,92.3,85.6,28,Red,False
